Transaction_Amount,Merchant_Category,User_Country,Transaction_Country,Device_Type,Transaction_Day,User_Avg_Spend,User_Transaction_Frequency,status,Is_Fraud
12558,Bakeries,Mexico,Mexico,Tablet,Weekday,5938,1,0,No Fraud
6708,Airlines,France,Philippines,Tablet,Weekday,2643,5,1,Fraud
12616,Bakeries,United Kingdom,Russia,Mobile,Weekend,6360,7,1,Fraud
5537,Clothing stores,Italy,Italy,Mobile,Weekday,6035,1,0,No Fraud
6716,Clothing stores,Australia,Australia,Laptop,Weekday,4581,1,1,Fraud
20453,Hotels,Japan,Pakistan,Mobile,Weekday,5508,9,1,Fraud
19815,Airlines,Nigeria,Russia,Mobile,Weekday,7105,5,1,Fraud
7853,Department stores,Australia,Vietnam,Tablet,Weekday,8478,3,1,Fraud
6406,Clothing stores,Mexico,Philippines,Mobile,Weekend,2471,1,1,Fraud
10366,Liquor stores,Spain,Spain,Laptop,Weekend,8925,1,0,No Fraud
18601,Clothing stores,America,India,Mobile,Weekday,2708,2,1,Fraud
17300,Clothing stores,South Korea,South Africa,Tablet,Weekday,2717,4,1,Fraud
5079,Department stores,Brazil,Brazil,Tablet,Weekend,7935,1,0,No Fraud
11861,Grocery stores,Australia,Australia,Tablet,Weekday,7377,2,0,No Fraud
1599,Clothing stores,Italy,Italy,Laptop,Weekend,2194,1,1,Fraud
6116,Bakeries,Germany,Brazil,Mobile,Weekend,7329,5,1,Fraud
20998,Bakeries,Italy,Mexico,Mobile,Weekend,8061,3,1,Fraud
28126,Adult websites,Australia,Russia,Tablet,Weekday,5055,7,1,Fraud
20708,Bitcoin exchanges,Argentina,Indonesia,Laptop,Weekday,3894,4,1,Fraud
12944,Liquor stores,Japan,Japan,Mobile,Weekend,7784,10,1,Fraud
3720,Liquor stores,France,France,Tablet,Weekend,3204,1,0,No Fraud
11699,Bakeries,Nigeria,Nigeria,Tablet,Weekend,6518,1,0,No Fraud
5788,Taxi services,Japan,Indonesia,Laptop,Weekend,7808,5,1,Fraud
6647,Liquor stores,South Korea,South Korea,Mobile,Weekday,8343,1,0,No Fraud
7303,Clothing stores,South Africa,South Africa,Tablet,Weekday,9464,2,0,No Fraud
7999,Bitcoin exchanges,Germany,Philippines,Tablet,Weekend,3955,7,1,Fraud
23593,Grocery stores,Japan,Nigeria,Tablet,Weekday,6146,2,1,Fraud
28869,Taxi services,Brazil,India,Laptop,Weekday,8194,6,1,Fraud
4849,Bakeries,Mexico,Mexico,Tablet,Weekend,2633,2,0,No Fraud
26262,Taxi services,India,Russia,Tablet,Weekend,2739,7,1,Fraud
9954,Grocery stores,India,India,Laptop,Weekday,5236,1,0,No Fraud
29636,Bakeries,Russia,Brazil,Mobile,Weekday,9744,5,1,Fraud
6958,Bakeries,Japan,Japan,Laptop,Weekday,3637,1,1,Fraud
6240,Liquor stores,America,America,Tablet,Weekend,5743,1,0,No Fraud
6105,Liquor stores,India,India,Laptop,Weekday,3656,2,0,No Fraud
10106,Clothing stores,France,France,Tablet,Weekend,5790,2,0,No Fraud
22643,Taxi services,Nigeria,Russia,Tablet,Weekend,2788,2,1,Fraud
14874,Grocery stores,Mexico,Philippines,Tablet,Weekday,9415,9,1,Fraud
22844,Liquor stores,Nigeria,Brazil,Tablet,Weekend,7818,3,1,Fraud
9884,Bitcoin exchanges,Japan,Pakistan,Tablet,Weekend,6753,9,1,Fraud
4268,Clothing stores,Japan,Japan,Tablet,Weekend,6766,1,0,No Fraud
21609,Hotels,China,China,Tablet,Weekday,5814,8,1,Fraud
4763,Department stores,South Korea,South Korea,Tablet,Weekday,5011,1,0,No Fraud
21584,Taxi services,Mexico,India,Mobile,Weekday,8476,3,1,Fraud
10411,Adult websites,Russia,India,Tablet,Weekday,2631,7,1,Fraud
11772,Clothing stores,Australia,Australia,Tablet,Weekday,7325,1,0,No Fraud
18304,Department stores,India,South Africa,Tablet,Weekend,9918,1,1,Fraud
19674,Adult websites,Kenya,Vietnam,Mobile,Weekend,5226,7,1,Fraud
22826,Department stores,Italy,Vietnam,Mobile,Weekend,6651,4,1,Fraud
27307,Hotels,Mexico,South Africa,Tablet,Weekend,2742,1,1,Fraud
25758,Adult websites,America,Mexico,Mobile,Weekend,6703,6,1,Fraud
20573,Taxi services,Spain,Brazil,Laptop,Weekend,2192,7,1,Fraud
6696,Liquor stores,South Africa,South Africa,Mobile,Weekend,6958,2,0,No Fraud
3837,Grocery stores,China,China,Mobile,Weekday,7146,2,0,No Fraud
16595,Department stores,India,Russia,Tablet,Weekend,3274,8,1,Fraud
14237,Taxi services,South Korea,South Korea,Laptop,Weekend,9807,1,0,No Fraud
6868,Bakeries,Mexico,Mexico,Mobile,Weekend,4053,1,0,No Fraud
7978,Department stores,Nigeria,Nigeria,Laptop,Weekday,6794,2,0,No Fraud
3039,Grocery stores,South Korea,South Korea,Mobile,Weekday,2183,2,0,No Fraud
2372,Bakeries,Argentina,Argentina,Tablet,Weekday,2900,1,0,No Fraud
10425,Liquor stores,Nigeria,Nigeria,Laptop,Weekend,9027,1,1,Fraud
8524,Bakeries,Russia,Philippines,Mobile,Weekday,2907,4,1,Fraud
11199,Hotels,Japan,Vietnam,Mobile,Weekend,5383,7,1,Fraud
4230,Taxi services,Spain,Spain,Tablet,Weekday,4947,2,0,No Fraud
9023,Grocery stores,Italy,Italy,Tablet,Weekday,5554,2,0,No Fraud
23506,Airlines,America,Brazil,Laptop,Weekend,2689,2,1,Fraud
10371,Grocery stores,Spain,India,Tablet,Weekday,4772,10,1,Fraud
7504,Clothing stores,Brazil,Brazil,Laptop,Weekend,8294,1,1,Fraud
14508,Hotels,United Kingdom,Indonesia,Laptop,Weekend,5995,1,1,Fraud
13405,Taxi services,Argentina,Argentina,Mobile,Weekend,7599,8,1,Fraud
8206,Hotels,Italy,India,Mobile,Weekday,4554,8,1,Fraud
6140,Department stores,India,Mexico,Laptop,Weekend,4054,10,1,Fraud
15880,Department stores,Spain,Vietnam,Mobile,Weekday,3505,3,1,Fraud
15898,Liquor stores,America,Mexico,Tablet,Weekday,5878,10,1,Fraud
7639,Bitcoin exchanges,Nigeria,Indonesia,Mobile,Weekday,5650,9,1,Fraud
29802,Bitcoin exchanges,Mexico,Philippines,Mobile,Weekend,8636,3,1,Fraud
6350,Bakeries,France,Philippines,Laptop,Weekday,9118,4,1,Fraud
16846,Department stores,India,India,Mobile,Weekend,9453,1,0,No Fraud
3196,Grocery stores,Kenya,Kenya,Mobile,Weekend,2329,1,0,No Fraud
7561,Adult websites,Brazil,Philippines,Laptop,Weekday,2185,8,1,Fraud
12030,Grocery stores,Canada,Canada,Laptop,Weekday,7634,2,1,Fraud
15554,Grocery stores,Spain,Mexico,Tablet,Weekend,2067,4,1,Fraud
2718,Clothing stores,Russia,Russia,Tablet,Weekend,2483,2,0,No Fraud
6931,Grocery stores,Argentina,Argentina,Tablet,Weekend,2847,8,1,Fraud
12245,Liquor stores,Italy,Brazil,Laptop,Weekend,4052,3,1,Fraud
18152,Liquor stores,America,America,Tablet,Weekend,9121,2,0,No Fraud
2995,Grocery stores,South Korea,South Korea,Tablet,Weekday,3582,2,0,No Fraud
10588,Adult websites,Brazil,Mexico,Laptop,Weekday,7040,8,1,Fraud
28297,Department stores,Mexico,Mexico,Tablet,Weekend,2898,8,1,Fraud
4804,Bakeries,America,America,Laptop,Weekend,4079,1,0,No Fraud
13150,Liquor stores,Canada,Philippines,Mobile,Weekday,8413,3,1,Fraud
7087,Department stores,Italy,Italy,Tablet,Weekend,4736,2,0,No Fraud
18636,Clothing stores,Spain,Spain,Tablet,Weekend,9802,2,0,No Fraud
14305,Taxi services,Australia,Australia,Laptop,Weekend,2825,9,1,Fraud
25410,Clothing stores,Nigeria,Russia,Laptop,Weekend,4862,2,1,Fraud
12317,Hotels,Brazil,Pakistan,Mobile,Weekday,4369,4,1,Fraud
6756,Grocery stores,France,France,Laptop,Weekday,8651,1,0,No Fraud
13501,Adult websites,Germany,Germany,Tablet,Weekday,4846,9,1,Fraud
19491,Department stores,Germany,Germany,Tablet,Weekday,8125,3,0,No Fraud
8318,Adult websites,China,Vietnam,Tablet,Weekday,6506,9,1,Fraud
4800,Taxi services,South Africa,South Africa,Mobile,Weekday,7039,2,0,No Fraud
14851,Grocery stores,Brazil,Vietnam,Tablet,Weekend,5338,6,1,Fraud
27738,Taxi services,Australia,India,Laptop,Weekday,7285,7,1,Fraud
13080,Clothing stores,Brazil,Nigeria,Laptop,Weekday,6890,7,1,Fraud
5272,Taxi services,India,Pakistan,Mobile,Weekend,6913,3,1,Fraud
2647,Department stores,Australia,Australia,Laptop,Weekend,2741,1,0,No Fraud
28357,Grocery stores,Japan,Mexico,Laptop,Weekend,5153,7,1,Fraud
12465,Taxi services,Brazil,Brazil,Tablet,Weekday,8084,2,0,No Fraud
5295,Grocery stores,Japan,Japan,Tablet,Weekday,4069,1,0,No Fraud
5368,Bakeries,Russia,Russia,Tablet,Weekday,3568,1,0,No Fraud
27917,Bakeries,Russia,Brazil,Tablet,Weekend,9350,8,1,Fraud
6634,Taxi services,Germany,Germany,Mobile,Weekday,3891,2,0,No Fraud
14053,Bakeries,Australia,Australia,Mobile,Weekday,7082,2,0,No Fraud
7536,Bakeries,Argentina,India,Mobile,Weekend,8392,2,1,Fraud
6288,Grocery stores,Kenya,Kenya,Mobile,Weekday,7834,2,0,No Fraud
3237,Liquor stores,France,France,Laptop,Weekend,2482,2,1,Fraud
6689,Liquor stores,Kenya,Kenya,Laptop,Weekend,8781,1,0,No Fraud
10504,Bitcoin exchanges,Australia,Mexico,Mobile,Weekend,5668,6,1,Fraud
6973,Adult websites,Germany,Brazil,Laptop,Weekend,3522,9,1,Fraud
26294,Grocery stores,America,Brazil,Tablet,Weekday,5086,8,1,Fraud
2321,Department stores,Australia,Australia,Tablet,Weekday,4086,2,0,No Fraud
6410,Liquor stores,Kenya,Philippines,Laptop,Weekend,7674,9,1,Fraud
28020,Department stores,Argentina,South Africa,Laptop,Weekday,2674,9,1,Fraud
23763,Grocery stores,India,Pakistan,Mobile,Weekend,4990,8,1,Fraud
23421,Hotels,Nigeria,Indonesia,Tablet,Weekday,9646,4,1,Fraud
7226,Taxi services,France,South Africa,Laptop,Weekend,4698,3,1,Fraud
18508,Grocery stores,United Kingdom,United Kingdom,Mobile,Weekday,9781,1,0,No Fraud
9516,Grocery stores,Canada,Canada,Mobile,Weekday,5560,1,0,No Fraud
9884,Liquor stores,Brazil,Indonesia,Mobile,Weekend,6925,6,1,Fraud
9987,Adult websites,Canada,Philippines,Tablet,Weekend,8675,8,1,Fraud
19531,Airlines,Germany,Pakistan,Tablet,Weekend,4337,2,1,Fraud
2840,Grocery stores,South Korea,South Korea,Laptop,Weekend,2662,2,0,No Fraud
3039,Clothing stores,America,America,Mobile,Weekday,3288,1,0,No Fraud
5419,Clothing stores,America,America,Laptop,Weekend,3091,2,0,No Fraud
9712,Clothing stores,Spain,Spain,Laptop,Weekend,8062,1,0,No Fraud
27433,Liquor stores,America,Indonesia,Tablet,Weekday,2334,2,1,Fraud
3299,Clothing stores,India,India,Laptop,Weekend,3891,2,1,Fraud
9773,Adult websites,Nigeria,Nigeria,Laptop,Weekend,3137,2,1,Fraud
19321,Liquor stores,Canada,Brazil,Mobile,Weekend,9489,1,1,Fraud
7191,Liquor stores,Kenya,Kenya,Tablet,Weekend,6124,2,0,No Fraud
18998,Taxi services,South Africa,Pakistan,Laptop,Weekend,8503,3,1,Fraud
4971,Grocery stores,Italy,Italy,Mobile,Weekday,8664,1,0,No Fraud
12636,Hotels,Russia,Indonesia,Tablet,Weekday,8887,7,1,Fraud
24847,Taxi services,Russia,South Africa,Laptop,Weekday,9344,6,1,Fraud
15173,Clothing stores,India,India,Mobile,Weekday,8550,2,0,No Fraud
8682,Department stores,Japan,South Africa,Tablet,Weekend,9135,8,1,Fraud
21022,Hotels,Australia,Russia,Tablet,Weekday,3835,8,1,Fraud
7500,Clothing stores,United Kingdom,United Kingdom,Laptop,Weekday,7595,1,0,No Fraud
7165,Grocery stores,United Kingdom,United Kingdom,Mobile,Weekend,6691,1,0,No Fraud
16473,Bitcoin exchanges,United Kingdom,Philippines,Laptop,Weekday,4613,5,1,Fraud
2941,Department stores,Japan,Japan,Tablet,Weekend,3699,2,0,No Fraud
13363,Department stores,Germany,India,Mobile,Weekend,9457,1,1,Fraud
20021,Bakeries,Canada,South Africa,Mobile,Weekday,5995,10,1,Fraud
3978,Taxi services,Brazil,Brazil,Laptop,Weekend,2303,2,0,No Fraud
12242,Adult websites,Mexico,Nigeria,Mobile,Weekend,9200,3,1,Fraud
5238,Clothing stores,India,India,Laptop,Weekday,3761,2,1,Fraud
3504,Taxi services,Nigeria,Nigeria,Mobile,Weekday,3479,1,0,No Fraud
23440,Clothing stores,France,Indonesia,Mobile,Weekday,4365,1,1,Fraud
12830,Liquor stores,Brazil,India,Laptop,Weekend,8503,9,1,Fraud
24854,Bitcoin exchanges,Australia,Pakistan,Laptop,Weekend,9743,5,1,Fraud
6573,Hotels,Spain,Philippines,Tablet,Weekday,3690,1,1,Fraud
10990,Grocery stores,Argentina,Russia,Mobile,Weekend,8451,3,1,Fraud
3909,Taxi services,Germany,Germany,Laptop,Weekend,3041,2,1,Fraud
8345,Department stores,Canada,Canada,Tablet,Weekday,7082,1,0,No Fraud
26508,Liquor stores,America,Philippines,Tablet,Weekday,4679,10,1,Fraud
21219,Airlines,France,India,Laptop,Weekday,3118,10,1,Fraud
15616,Clothing stores,Kenya,Nigeria,Laptop,Weekend,8092,3,1,Fraud
27775,Department stores,Italy,Philippines,Tablet,Weekend,8328,5,1,Fraud
29113,Department stores,Canada,Vietnam,Tablet,Weekday,5801,6,1,Fraud
14116,Clothing stores,Australia,Australia,Mobile,Weekday,7394,2,0,No Fraud
5214,Grocery stores,Australia,Australia,Mobile,Weekend,6832,1,0,No Fraud
9638,Grocery stores,South Korea,South Korea,Tablet,Weekend,5334,1,0,No Fraud
3659,Department stores,Mexico,Mexico,Mobile,Weekday,2221,1,0,No Fraud
7451,Bakeries,Mexico,Mexico,Mobile,Weekend,4452,2,0,No Fraud
6860,Liquor stores,Mexico,South Africa,Mobile,Weekend,7691,4,1,Fraud
3023,Clothing stores,Mexico,Mexico,Tablet,Weekend,4265,2,0,No Fraud
27241,Liquor stores,China,Vietnam,Mobile,Weekend,2168,3,1,Fraud
16898,Bakeries,Germany,Pakistan,Laptop,Weekday,4613,5,1,Fraud
8663,Department stores,United Kingdom,United Kingdom,Tablet,Weekend,8863,2,0,No Fraud
8891,Bakeries,Italy,Italy,Tablet,Weekend,6114,1,0,No Fraud
4593,Bakeries,South Africa,South Africa,Mobile,Weekend,3884,1,0,No Fraud
6525,Bakeries,France,France,Laptop,Weekend,8572,2,1,Fraud
13100,Liquor stores,Argentina,Brazil,Tablet,Weekend,5436,3,1,Fraud
5301,Department stores,Japan,Japan,Tablet,Weekday,3109,2,0,No Fraud
5783,Department stores,South Korea,South Korea,Laptop,Weekend,5889,2,1,Fraud
25586,Grocery stores,China,China,Mobile,Weekday,4179,8,1,Fraud
15629,Grocery stores,France,France,Laptop,Weekend,3822,2,1,Fraud
7772,Liquor stores,Kenya,Kenya,Tablet,Weekday,5424,1,0,No Fraud
6699,Department stores,Russia,Vietnam,Mobile,Weekday,2349,7,1,Fraud
5870,Bakeries,Italy,Italy,Tablet,Weekday,3172,2,0,No Fraud
14062,Liquor stores,Mexico,Mexico,Mobile,Weekday,8429,1,0,No Fraud
19228,Liquor stores,United Kingdom,Indonesia,Mobile,Weekday,8007,9,1,Fraud
15788,Bakeries,Brazil,South Africa,Tablet,Weekday,5133,7,1,Fraud
8760,Liquor stores,Argentina,India,Tablet,Weekend,5139,4,1,Fraud
16227,Clothing stores,India,India,Mobile,Weekday,8114,2,0,No Fraud
15753,Clothing stores,Canada,Pakistan,Tablet,Weekend,5358,4,1,Fraud
14035,Department stores,France,France,Tablet,Weekend,7412,1,0,No Fraud
5337,Taxi services,United Kingdom,Nigeria,Laptop,Weekend,8348,6,1,Fraud
15891,Clothing stores,Brazil,Nigeria,Mobile,Weekend,5706,8,1,Fraud
25945,Bitcoin exchanges,Italy,South Africa,Laptop,Weekend,7492,1,1,Fraud
21027,Adult websites,Spain,Vietnam,Mobile,Weekend,3632,6,1,Fraud
7498,Taxi services,Brazil,Brazil,Laptop,Weekend,5365,2,0,No Fraud
5109,Airlines,Kenya,Indonesia,Tablet,Weekend,5284,2,1,Fraud
28644,Liquor stores,Nigeria,India,Mobile,Weekend,6910,8,1,Fraud
17670,Bitcoin exchanges,Spain,Indonesia,Tablet,Weekend,4396,2,1,Fraud
16378,Taxi services,Australia,Australia,Tablet,Weekend,9013,2,0,No Fraud
6936,Taxi services,Japan,Japan,Tablet,Weekend,9148,1,0,No Fraud
7777,Liquor stores,Argentina,South Africa,Mobile,Weekday,2395,1,1,Fraud
20894,Bitcoin exchanges,Italy,South Africa,Mobile,Weekday,8511,3,1,Fraud
2803,Bakeries,India,India,Laptop,Weekend,2000,2,0,No Fraud
12950,Bakeries,Japan,Vietnam,Laptop,Weekday,6681,8,1,Fraud
7126,Liquor stores,Argentina,Argentina,Laptop,Weekday,5095,1,0,No Fraud
26268,Liquor stores,Argentina,Argentina,Laptop,Weekend,4181,10,1,Fraud
14274,Hotels,Brazil,Russia,Tablet,Weekday,9438,2,1,Fraud
2385,Bakeries,Australia,Australia,Mobile,Weekend,4349,1,0,No Fraud
17811,Adult websites,United Kingdom,United Kingdom,Mobile,Weekday,8332,2,1,Fraud
25823,Department stores,India,South Africa,Laptop,Weekday,9826,2,1,Fraud
7113,Grocery stores,Japan,Japan,Mobile,Weekday,4048,2,0,No Fraud
5748,Bakeries,South Africa,South Africa,Tablet,Weekend,3935,1,0,No Fraud
28686,Taxi services,Spain,South Africa,Mobile,Weekday,4436,5,1,Fraud
4980,Clothing stores,Argentina,Argentina,Tablet,Weekend,2680,1,0,No Fraud
24796,Bitcoin exchanges,France,Russia,Mobile,Weekend,5282,8,1,Fraud
16720,Bitcoin exchanges,Brazil,India,Laptop,Weekday,6452,1,1,Fraud
13911,Taxi services,Spain,Indonesia,Laptop,Weekday,4540,4,1,Fraud
5317,Department stores,France,France,Mobile,Weekday,9930,2,0,No Fraud
20123,Liquor stores,Canada,Pakistan,Tablet,Weekend,6009,6,1,Fraud
8421,Liquor stores,China,China,Tablet,Weekend,9429,1,0,No Fraud
15266,Bitcoin exchanges,France,Brazil,Mobile,Weekday,2895,4,1,Fraud
8270,Airlines,South Africa,Indonesia,Mobile,Weekend,6302,10,1,Fraud
25125,Grocery stores,South Korea,Pakistan,Mobile,Weekday,2830,3,1,Fraud
18169,Liquor stores,Russia,Philippines,Mobile,Weekend,5872,4,1,Fraud
21147,Hotels,South Africa,Nigeria,Tablet,Weekday,4749,8,1,Fraud
24207,Department stores,Japan,Vietnam,Laptop,Weekday,8699,10,1,Fraud
3966,Bakeries,Kenya,Kenya,Mobile,Weekend,4891,1,0,No Fraud
15555,Grocery stores,South Africa,Indonesia,Laptop,Weekend,3783,1,1,Fraud
28162,Department stores,Mexico,Mexico,Tablet,Weekday,7374,3,1,Fraud
4776,Taxi services,Japan,Japan,Mobile,Weekday,2996,2,0,No Fraud
19820,Bitcoin exchanges,India,Philippines,Tablet,Weekend,8372,9,1,Fraud
16199,Clothing stores,Italy,Philippines,Mobile,Weekday,6541,10,1,Fraud
21676,Bitcoin exchanges,India,Russia,Tablet,Weekend,7436,4,1,Fraud
28683,Clothing stores,Argentina,Argentina,Tablet,Weekend,5365,10,1,Fraud
6800,Liquor stores,Kenya,Kenya,Tablet,Weekday,5696,2,0,No Fraud
5449,Liquor stores,South Korea,South Korea,Tablet,Weekend,3913,1,0,No Fraud
3576,Bakeries,Argentina,Argentina,Mobile,Weekend,7103,2,0,No Fraud
3092,Liquor stores,South Korea,South Korea,Mobile,Weekend,2204,2,0,No Fraud
16220,Bakeries,Canada,Vietnam,Mobile,Weekend,2104,2,1,Fraud
21567,Grocery stores,South Africa,India,Laptop,Weekday,5262,2,1,Fraud
10889,Grocery stores,Russia,Russia,Tablet,Weekend,8810,8,1,Fraud
5406,Clothing stores,Brazil,Brazil,Laptop,Weekend,4637,2,1,Fraud
10064,Airlines,India,India,Mobile,Weekday,2909,9,1,Fraud
21768,Hotels,Nigeria,Nigeria,Mobile,Weekend,4579,10,1,Fraud
15315,Grocery stores,Germany,Indonesia,Tablet,Weekend,9381,9,1,Fraud
6872,Taxi services,United Kingdom,United Kingdom,Tablet,Weekend,5745,2,0,No Fraud
26101,Hotels,Australia,Russia,Tablet,Weekday,4220,3,1,Fraud
4781,Bakeries,Mexico,Mexico,Laptop,Weekend,5865,2,1,Fraud
15955,Bakeries,Mexico,Pakistan,Tablet,Weekday,7128,7,1,Fraud
9564,Clothing stores,Nigeria,Nigeria,Mobile,Weekday,7234,1,0,No Fraud
7771,Grocery stores,Spain,Spain,Tablet,Weekday,8271,2,0,No Fraud
8178,Clothing stores,Russia,Philippines,Mobile,Weekend,8134,8,1,Fraud
9871,Bakeries,Australia,Brazil,Mobile,Weekend,8803,10,1,Fraud
16312,Hotels,Italy,Vietnam,Tablet,Weekday,8123,7,1,Fraud
29951,Liquor stores,Australia,South Africa,Mobile,Weekend,9088,9,1,Fraud
26214,Bitcoin exchanges,Brazil,Indonesia,Mobile,Weekend,9241,8,1,Fraud
26284,Bakeries,Japan,Philippines,Tablet,Weekday,6290,4,1,Fraud
13375,Bakeries,South Africa,Indonesia,Tablet,Weekday,2761,8,1,Fraud
13234,Taxi services,Canada,Canada,Tablet,Weekend,9316,1,0,No Fraud
23099,Grocery stores,Mexico,Brazil,Laptop,Weekend,5003,9,1,Fraud
3662,Liquor stores,Nigeria,Nigeria,Tablet,Weekend,3826,2,0,No Fraud
11804,Department stores,Argentina,Argentina,Tablet,Weekend,8290,1,0,No Fraud
8588,Bakeries,India,India,Laptop,Weekend,6271,1,0,No Fraud
2360,Bakeries,Australia,Australia,Tablet,Weekend,3043,2,0,No Fraud
17768,Bitcoin exchanges,America,Russia,Mobile,Weekend,6672,9,1,Fraud
14025,Taxi services,Japan,Brazil,Tablet,Weekday,7060,5,1,Fraud
2974,Liquor stores,Canada,Canada,Tablet,Weekend,5540,1,0,No Fraud
20395,Bakeries,Italy,Vietnam,Tablet,Weekday,5184,3,1,Fraud
29664,Department stores,United Kingdom,United Kingdom,Mobile,Weekend,2758,4,1,Fraud
8670,Liquor stores,Russia,Russia,Tablet,Weekend,7284,2,0,No Fraud
25900,Taxi services,United Kingdom,India,Laptop,Weekday,5985,9,1,Fraud
5143,Adult websites,China,India,Laptop,Weekend,7006,7,1,Fraud
9967,Bakeries,India,India,Laptop,Weekday,3834,5,1,Fraud
29446,Department stores,United Kingdom,Indonesia,Tablet,Weekday,9679,4,1,Fraud
8244,Bakeries,Canada,Canada,Tablet,Weekend,3829,9,1,Fraud
3199,Clothing stores,America,America,Laptop,Weekday,2365,1,1,Fraud
15824,Airlines,Canada,Pakistan,Mobile,Weekday,4646,7,1,Fraud
4545,Bakeries,India,India,Laptop,Weekend,2756,1,1,Fraud
24431,Bakeries,Russia,Philippines,Tablet,Weekend,2959,10,1,Fraud
21372,Bitcoin exchanges,Canada,Vietnam,Mobile,Weekday,6226,10,1,Fraud
10181,Liquor stores,South Korea,South Korea,Tablet,Weekend,6491,1,0,No Fraud
5266,Grocery stores,Canada,Canada,Tablet,Weekday,3583,2,0,No Fraud
6112,Taxi services,Spain,Spain,Laptop,Weekday,4005,1,1,Fraud
4915,Bakeries,Argentina,Argentina,Mobile,Weekend,8188,1,0,No Fraud
28745,Airlines,China,Brazil,Tablet,Weekday,2559,1,1,Fraud
14055,Bitcoin exchanges,South Korea,Pakistan,Mobile,Weekday,9645,1,1,Fraud
7621,Department stores,Australia,Australia,Tablet,Weekend,5744,1,0,No Fraud
5770,Clothing stores,Japan,Japan,Laptop,Weekend,7712,2,1,Fraud
25568,Bitcoin exchanges,South Korea,Mexico,Tablet,Weekday,7620,6,1,Fraud
13545,Grocery stores,Canada,Canada,Laptop,Weekday,7050,2,0,No Fraud
4789,Clothing stores,India,India,Laptop,Weekend,6600,1,1,Fraud
29946,Department stores,America,America,Laptop,Weekday,6827,3,1,Fraud
11054,Taxi services,Australia,Australia,Laptop,Weekday,8042,2,0,No Fraud
3378,Liquor stores,France,France,Mobile,Weekend,3986,1,0,No Fraud
5442,Bitcoin exchanges,France,Brazil,Mobile,Weekend,5995,8,1,Fraud
21604,Bitcoin exchanges,China,Indonesia,Tablet,Weekend,3147,4,1,Fraud
11356,Grocery stores,Italy,Brazil,Mobile,Weekday,3143,5,1,Fraud
11903,Grocery stores,Germany,Germany,Tablet,Weekend,6537,2,0,No Fraud
15984,Liquor stores,Australia,Vietnam,Tablet,Weekend,5070,4,1,Fraud
5896,Taxi services,Brazil,Brazil,Mobile,Weekday,7643,2,0,No Fraud
18229,Hotels,America,South Africa,Laptop,Weekend,7345,6,1,Fraud
5391,Clothing stores,Brazil,Brazil,Mobile,Weekday,7182,2,0,No Fraud
4642,Clothing stores,America,America,Laptop,Weekend,3072,2,0,No Fraud
15715,Bakeries,Spain,Spain,Mobile,Weekend,9573,2,0,No Fraud
29025,Department stores,Italy,Russia,Tablet,Weekend,6895,9,1,Fraud
21267,Adult websites,America,Vietnam,Laptop,Weekend,8875,8,1,Fraud
4902,Liquor stores,Germany,Germany,Tablet,Weekday,7029,1,0,No Fraud
10105,Taxi services,America,Mexico,Tablet,Weekday,4389,6,1,Fraud
10075,Department stores,Argentina,Argentina,Mobile,Weekend,5526,2,0,No Fraud
23912,Clothing stores,United Kingdom,Nigeria,Laptop,Weekday,7503,1,1,Fraud
9626,Taxi services,Australia,Australia,Laptop,Weekend,7671,2,0,No Fraud
17070,Clothing stores,Brazil,Vietnam,Laptop,Weekend,3501,6,1,Fraud
6391,Bitcoin exchanges,South Korea,India,Laptop,Weekday,2061,4,1,Fraud
18764,Department stores,Germany,Philippines,Mobile,Weekday,5454,6,1,Fraud
7929,Airlines,Russia,Mexico,Laptop,Weekday,7149,10,1,Fraud
8015,Taxi services,France,France,Mobile,Weekday,8658,1,0,No Fraud
14660,Bitcoin exchanges,Japan,Russia,Tablet,Weekend,7230,2,1,Fraud
27011,Adult websites,France,Nigeria,Laptop,Weekday,2346,1,1,Fraud
16824,Taxi services,Australia,Vietnam,Mobile,Weekend,8428,6,1,Fraud
19650,Grocery stores,Russia,Vietnam,Mobile,Weekday,2773,7,1,Fraud
20601,Clothing stores,Germany,Russia,Laptop,Weekend,3750,10,1,Fraud
17250,Bakeries,France,Vietnam,Laptop,Weekday,4930,4,1,Fraud
13040,Adult websites,Japan,Mexico,Laptop,Weekend,3010,9,1,Fraud
6512,Department stores,Australia,Australia,Tablet,Weekend,5751,2,0,No Fraud
9802,Taxi services,Mexico,Mexico,Tablet,Weekend,9215,1,0,No Fraud
3275,Department stores,South Africa,South Africa,Tablet,Weekday,5405,2,0,No Fraud
27350,Taxi services,South Africa,Indonesia,Mobile,Weekday,6345,1,1,Fraud
6702,Department stores,Spain,Spain,Mobile,Weekday,6129,2,0,No Fraud
8417,Grocery stores,Spain,Spain,Tablet,Weekend,7360,2,0,No Fraud
4645,Clothing stores,Russia,Russia,Mobile,Weekend,9170,1,0,No Fraud
5091,Department stores,Kenya,Kenya,Laptop,Weekend,8168,1,0,No Fraud
20877,Liquor stores,South Africa,Pakistan,Laptop,Weekend,3755,4,1,Fraud
23107,Hotels,Canada,Brazil,Tablet,Weekend,5937,9,1,Fraud
19777,Department stores,Germany,India,Tablet,Weekday,4075,2,1,Fraud
18686,Grocery stores,United Kingdom,Vietnam,Laptop,Weekend,3858,10,1,Fraud
